logo-PsAlMQQF src	apply-common-tooltip	apply-common-tooltip href	apply-common-tooltip 2	cell-RLhfr_y4	positive-p_QIAEOQ	cell-RLhfr_y4 2	cell-RLhfr_y4 3	cell-RLhfr_y4 4	cell-RLhfr_y4 5	currency-WyLKdeog 5	cell-RLhfr_y4 6	currency-WyLKdeog 6	positive-p_QIAEOQ 2	dataMode-FRcSVmGO
https://s3-symbol-logo.tradingview.com/avivasa-emeklilik-hayat.svg	AGESA	https://www.tradingview.com/symbols/BIST-AGESA/	AGESA HAYAT EMEKLILIK	720.73 M	0.5386	—	116.63 M	88.26 M	—		0.49		0.7909	D
https://s3-symbol-logo.tradingview.com/tgs-dis-ticaret.svg	TGSAS	https://www.tradingview.com/symbols/BIST-TGSAS/	TGS DIS TICARET	5.74 M	0.6818	—	3.72 M	2.34 M	3.72 M	USD	0.16		2.5568	D
https://s3-symbol-logo.tradingview.com/tf-bank-ab-tf-bank-ord-shs.svg	TFBANK	https://www.tradingview.com/symbols/OMXSTO-TFBANK/	TF BANK AB	355.74 M	0.2377	—	71.9 M	62.88 M	—		2.92		0.5898	D
	211050	https://www.tradingview.com/symbols/KRX-211050/	INCAR FINANCIAL SERVICE CO.,LTD.	591.56 M	0.4001	—	60.4 M	43.95 M	—		0.9		0.9873	D
https://s3-symbol-logo.tradingview.com/capitec-bank-hldgs-ltd.svg	CPI	https://www.tradingview.com/symbols/JSE-CPI/	CAPITEC BANK HLDGS LTD	3.43 B	0.2004	—	945.68 M	733.84 M	—		6.34		0.3004	
https://s3-symbol-logo.tradingview.com/dunav-osiguranje-a.svg	DNOS	https://www.tradingview.com/symbols/BELEX-DNOS/	DUNAV OSIGURANJE A	456.97 M	0.245	—	46.61 M	31.13 M	—		2.05		0.4401	D
https://s3-symbol-logo.tradingview.com/damaan-islamic-insurance-qpsc.svg	BEMA	https://www.tradingview.com/symbols/QSE-BEMA/	DAMAAN ISLAMIC INSURANCE QPSC	136.7 M	0.4639	—	36.11 M	25.34 M	—		0.13		0.2691	D
https://s3-symbol-logo.tradingview.com/the-philippine-stock-exchange.svg	PSE	https://www.tradingview.com/symbols/PSE-PSE/	THE PHILIPPINE STOCK EXCHANGE	33.87 M	0.3008	—	22.94 M	20.66 M	27.32 M	USD	0.25		0.4561	D
https://s3-symbol-logo.tradingview.com/asia-united-bank.svg	AUB	https://www.tradingview.com/symbols/PSE-AUB/	ASIA UNITED BANK CORPORATION	478.7 M	0.1971	—	254.8 M	211.5 M	—		0.29		0.4165	D
https://s3-symbol-logo.tradingview.com/gma-pdr.svg	GMAP	https://www.tradingview.com/symbols/PSE-GMAP/	GMA HOLDINGS, INC. (PDR)	66.13 K	0.3251	—	49.7 K	41.34 K	49.7 K	USD	0		0.8485	D
https://s3-symbol-logo.tradingview.com/united-insurance-co-of-pakistan.svg	UNIC	https://www.tradingview.com/symbols/PSX-UNIC/	UNITED INSURANCE CO OF PAKISTAN LTD	24.09 M	0.4412	—	10.58 M	7.66 M	—		0.02		1.0871	D
https://s3-symbol-logo.tradingview.com/east-west-insurance-co.svg	EWIC	https://www.tradingview.com/symbols/PSX-EWIC/	EAST WEST INSURANCE CO LTD	20.47 M	0.2405	—	4.59 M	3.75 M	—		0.01		0.3683	D
https://s3-symbol-logo.tradingview.com/protector-forsikring-asa.svg	PROT	https://www.tradingview.com/symbols/OSL-PROT/	PROTECTOR FORSIKRING ASA	1.31 B	0.2001	—	252.31 M	173.37 M	—		2.1		0.3629	D
https://s3-symbol-logo.tradingview.com/ecobank-transnational.svg	ETI	https://www.tradingview.com/symbols/NSENG-ETI/	ECOBANK TRANSNATIONAL INC	2.68 B	0.8566	—	780.02 M	327.94 M	—		0.01		1.2369	
https://s3-symbol-logo.tradingview.com/wema-bank-plc.svg	WEMABANK	https://www.tradingview.com/symbols/NSENG-WEMABANK/	WEMA BANK PLC	298.59 M	0.8188	—	81.52 M	70.36 M	—		0		0.7289	
https://s3-symbol-logo.tradingview.com/fidelity-bank-plc.svg	FIDELITYBK	https://www.tradingview.com/symbols/NSENG-FIDELITYBK/	FIDELITY BANK PLC	722.46 M	0.8158	—	278.47 M	206.71 M	—		0.01		1.0401	
https://s3-symbol-logo.tradingview.com/tower-ltd-npv.svg	TWR	https://www.tradingview.com/symbols/NZX-TWR/	TOWER LTD NPV	345.4 M	0.2399	—	71.44 M	50.07 M	—		0.14		1.1962	D
https://s3-symbol-logo.tradingview.com/boursa-kuwait-securities-co-kpsc.svg	BOURSA	https://www.tradingview.com/symbols/KSE-BOURSA/	BOURSA KUWAIT SECURITIES CO KPSC	129.91 M	0.2797	—	84.44 M	69.43 M	87.29 M	USD	0.35		0.3267	D
https://s3-symbol-logo.tradingview.com/ibi-lion.svg	IBI	https://www.tradingview.com/symbols/TASE-IBI/	IBI INV HOUSE	285.24 M	0.5667	—	78.92 M	48.9 M	94.42 M	USD	3.62		0.8928	D
	ANLT	https://www.tradingview.com/symbols/TASE-ANLT/	ANALYST	97.91 M	1.3844	—	29.26 M	17.79 M	31.43 M	USD	1.53		1.678	D
https://s3-symbol-logo.tradingview.com/idi-insur.svg	IDIN	https://www.tradingview.com/symbols/TASE-IDIN/	IDI INSUR	965.21 M	0.289	—	112.96 M	70.56 M	—		4.8		0.8445	D
https://s3-symbol-logo.tradingview.com/al-baraka-bank-egypt.svg	SAUD	https://www.tradingview.com/symbols/EGX-SAUD/	AL BARAKA BANK EGYPT	385.32 M	0.5581	—	82.31 M	49.83 M	—		0.07		0.3043	D
https://s3-symbol-logo.tradingview.com/export-development-bank-of-egypt-edbe.svg	EXPA	https://www.tradingview.com/symbols/EGX-EXPA/	EXPORT DEVELOPMENT BANK OF EGYPT	545.92 M	1.9577	—	145.05 M	100.27 M	—		0.1		1.7045	D
https://s3-symbol-logo.tradingview.com/abu-dhabi-islamic-bank-egypt.svg	ADIB	https://www.tradingview.com/symbols/EGX-ADIB/	ABU DHABI ISLAMIC BANK- EGYPT	775.6 M	0.8461	—	232.11 M	173.59 M	—		0.29		0.8161	D
https://s3-symbol-logo.tradingview.com/commercial-international-bank-egypt.svg	COMI	https://www.tradingview.com/symbols/EGX-COMI/	COMMERCIAL INTERNATIONAL BANK-EGYPT (CIB)	4.22 B	0.4576	—	1.61 B	1.04 B	—		0.34		0.7243	D
https://s3-symbol-logo.tradingview.com/uttara-bank-ltd.svg	UTTARABANK	https://www.tradingview.com/symbols/DSEBD-UTTARABANK/	UTTARA BANK PLC	226.85 M	0.3211	—	83.25 M	44.34 M	—		0.05		0.6995	D
https://s3-symbol-logo.tradingview.com/banco-patagonia.svg	BPAT	https://www.tradingview.com/symbols/BCBA-BPAT/	BANCO PATAGONIA SA	2.35 B	0.2697	—	896.66 M	180.88 M	—		0.25		1.4001	D
https://s3-symbol-logo.tradingview.com/gpo-fin-galicia.svg	GGAL	https://www.tradingview.com/symbols/BCBA-GGAL/	GRUPO FINANCIERO GALICIA SA	9.57 B	0.7226	—	3.28 B	1.44 B	—		0.94		3.7316	D
https://s3-symbol-logo.tradingview.com/utg.svg	UTGN	https://www.tradingview.com/symbols/OTC-UTGN/	UTG, Inc.	90.17 M	0.9993	—	67.16 M	52.93 M	—		16.73		1.9399	D
https://s3-symbol-logo.tradingview.com/progressive-ohio.svg	PGR	https://www.tradingview.com/symbols/NYSE-PGR/	Progressive Corporation (The)	78.51 B	0.2074	—	11.29 B	8.72 B	—		14.85		0.5202	
https://s3-symbol-logo.tradingview.com/palomar-holdings.svg	PLMR	https://www.tradingview.com/symbols/NASDAQ-PLMR/	Palomar Holdings, Inc.	609.06 M	0.5029	—	170.13 M	134.11 M	—		5.01		0.4371	
https://s3-symbol-logo.tradingview.com/houlihan-lokey.svg	HLI	https://www.tradingview.com/symbols/NYSE-HLI/	Houlihan Lokey, Inc.	2.39 B	0.2488	—	522.24 M	399.71 M	563.51 M	USD	5.81		0.4121	
https://s3-symbol-logo.tradingview.com/pjt-partners.svg	PJT	https://www.tradingview.com/symbols/NYSE-PJT/	PJT Partners Inc.	1.49 B	0.1604	—	268.9 M	155.79 M	297.67 M	USD	5.68		0.5196	
https://s3-symbol-logo.tradingview.com/hamilton-lane.svg	HLNE	https://www.tradingview.com/symbols/NASDAQ-HLNE/	Hamilton Lane Incorporated	691.66 M	0.4116	—	332.38 M	215.28 M	341.85 M	USD	5.36		0.6481	
https://s3-symbol-logo.tradingview.com/optimumbank.svg	OPHC	https://www.tradingview.com/symbols/AMEX-OPHC/	OptimumBank Holdings, Inc.	65.79 M	0.4398	—	19.61 M	14.62 M	—		1.34		0.3101	
https://s3-symbol-logo.tradingview.com/century-next-financial.svg	CTUY	https://www.tradingview.com/symbols/OTC-CTUY/	Century Next Financial Corp	53.03 M	0.1814	—	16.16 M	12.93 M	—		7.1		0.5276	D
https://s3-symbol-logo.tradingview.com/mercury-general-corp.svg	MCY	https://www.tradingview.com/symbols/NYSE-MCY/	Mercury General Corporation	5.6 B	0.1664	—	373.61 M	286.16 M	—		5.17		0.3304	
https://s3-symbol-logo.tradingview.com/luduson-g.svg	LDSN	https://www.tradingview.com/symbols/OTC-LDSN/	Luduson G Inc.	12.5 M	7.3333	—	10.99 M	10.95 M	10.99 M	USD	0.02		9.4286	D
